person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_grade_encoded,home_OTHER,home_OWN,home_RENT,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,cred_hist_to_age_ratio,income_per_emp_year
24,67000,0.0,10000,9.64,0,0.15,0,4,2,False,False,True,False,False,True,False,False,0.16666666666666666,67000.0
21,75000,5.0,5400,7.29,0,0.07,0,3,1,False,False,False,True,False,False,False,False,0.14285714285714285,12500.0
24,67600,7.0,10000,16.02,0,0.15,1,2,4,False,False,True,False,True,False,False,False,0.08333333333333333,8450.0
24,68000,0.0,10000,6.99,0,0.15,0,3,1,False,False,True,False,False,False,False,True,0.125,68000.0
24,68000,3.0,10000,16.02,0,0.15,1,2,4,False,False,True,False,False,False,True,False,0.08333333333333333,17000.0
25,75000,7.0,12000,7.29,0,0.16,0,3,1,False,False,False,False,True,False,False,False,0.12,9375.0
24,75000,3.0,25000,19.74,0,0.33,0,4,6,False,False,False,False,False,False,False,True,0.16666666666666666,18750.0
22,75000,3.0,9000,5.79,0,0.12,0,2,1,False,False,False,True,False,False,False,False,0.09090909090909091,18750.0
25,68000,1.0,10000,14.26,0,0.15,0,4,3,False,False,True,False,False,False,False,False,0.16,34000.0
26,68000,3.0,10000,15.05,0,0.15,0,4,4,False,False,True,True,False,False,False,False,0.15384615384615385,17000.0
21,68400,2.0,10000,11.11,0,0.15,0,4,2,False,False,True,False,False,False,False,False,0.19047619047619047,22800.0
23,75000,3.0,10200,12.68,0,0.14,1,2,3,False,False,False,False,False,False,False,True,0.08695652173913043,18750.0
22,62496,6.0,10000,11.89,1,0.16,0,3,2,False,False,True,False,False,False,True,False,0.13636363636363635,8928.0
24,68750,6.0,10000,6.17,0,0.15,0,4,1,False,False,True,False,False,False,False,False,0.16666666666666666,9821.42857142857
26,63000,1.0,10000,16.4,1,0.16,1,2,5,False,False,True,False,False,False,False,True,0.07692307692307693,31500.0
25,75000,3.0,6000,6.92,0,0.08,0,2,1,False,False,False,False,False,False,True,False,0.08,18750.0
24,69600,2.0,10000,8.38,0,0.14,0,2,1,False,False,True,False,False,False,True,False,0.08333333333333333,23200.0
22,64000,2.0,10000,12.69,1,0.16,0,4,2,False,False,True,False,False,False,False,False,0.18181818181818182,21333.333333333332
23,75000,0.0,12000,9.62,0,0.16,0,2,2,False,False,False,True,False,False,False,False,0.08695652173913043,75000.0
23,75000,5.0,6400,5.42,0,0.09,0,3,1,False,False,False,False,False,False,False,True,0.13043478260869565,12500.0
24,70000,1.0,10000,11.71,0,0.14,0,2,2,False,False,True,True,False,False,False,False,0.08333333333333333,35000.0
21,75000,5.0,8550,6.91,0,0.11,0,3,1,False,False,False,True,False,False,False,False,0.14285714285714285,12500.0
22,70000,4.0,10000,12.69,0,0.14,0,4,2,False,False,True,True,False,False,False,False,0.18181818181818182,14000.0
26,58650,5.0,14000,6.17,1,0.2,0,4,1,False,False,False,False,False,True,False,False,0.15384615384615385,9775.0
24,75000,8.0,12000,12.61,0,0.16,0,4,3,False,False,False,False,False,False,False,False,0.16666666666666666,8333.333333333334
24,75000,0.0,6675,6.54,0,0.09,0,3,1,False,True,False,False,False,False,True,False,0.125,75000.0
22,70000,5.0,10000,6.03,0,0.14,0,3,1,False,False,True,False,False,False,True,False,0.13636363636363635,11666.666666666666
25,58650,0.0,5200,6.54,1,0.08,0,2,1,False,False,False,False,False,True,False,False,0.08,58650.0
23,64000,3.0,10000,15.31,1,0.16,1,3,4,False,False,True,False,False,False,False,True,0.13043478260869565,16000.0
23,70000,4.0,10000,7.49,0,0.14,0,3,1,False,False,True,True,False,False,False,False,0.13043478260869565,14000.0
26,75000,2.0,4000,5.79,0,0.05,0,3,1,False,False,False,False,False,False,False,True,0.11538461538461539,25000.0
26,64000,0.0,10000,16.4,1,0.16,0,3,5,False,False,True,False,False,False,False,True,0.11538461538461539,64000.0
25,75000,4.0,20000,14.09,0,0.27,1,4,4,False,False,False,False,False,False,False,True,0.16,15000.0
24,70000,0.0,10000,7.29,0,0.14,0,4,1,False,False,True,True,False,False,False,False,0.16666666666666666,70000.0
24,69000,4.0,25000,15.57,1,0.36,0,2,4,False,False,False,False,False,False,False,False,0.08333333333333333,13800.0
25,75000,5.0,1500,6.54,0,0.02,0,4,1,False,False,False,False,False,True,False,False,0.16,12500.0
26,75000,10.0,9600,5.42,0,0.13,0,3,1,False,False,False,True,False,False,False,False,0.11538461538461539,6818.181818181818
25,75000,9.0,9600,5.42,0,0.13,0,4,1,False,False,False,False,False,False,False,False,0.16,7500.0
25,75000,2.0,12000,13.48,0,0.16,1,3,3,False,False,False,False,False,False,False,False,0.12,25000.0
26,75000,10.0,15350,6.17,0,0.2,0,4,1,False,False,False,False,False,False,False,False,0.15384615384615385,6818.181818181818
23,70000,1.0,10000,9.99,0,0.14,0,4,2,False,False,True,False,False,True,False,False,0.17391304347826086,35000.0
22,75000,6.0,25000,9.25,0,0.33,0,2,2,False,False,False,False,False,True,False,False,0.09090909090909091,10714.285714285714
24,70000,8.0,10000,16.45,0,0.14,0,2,5,False,False,True,False,False,False,False,True,0.08333333333333333,7777.777777777777
23,75000,7.0,7100,9.25,0,0.09,0,2,2,False,False,False,True,False,False,False,False,0.08695652173913043,9375.0
22,75000,6.0,18000,5.79,0,0.24,0,2,1,False,False,False,False,False,False,False,False,0.09090909090909091,10714.285714285714
22,75000,0.0,19800,15.57,0,0.26,1,2,4,False,False,False,False,False,False,True,False,0.09090909090909091,75000.0
24,70000,1.0,10000,9.88,0,0.14,0,2,2,False,False,True,True,False,False,False,False,0.08333333333333333,35000.0
25,70000,0.0,10000,10.95,0,0.14,0,3,2,False,False,True,False,False,True,False,False,0.12,70000.0
23,70000,2.0,10000,9.63,0,0.14,0,3,1,False,False,True,False,False,False,False,False,0.13043478260869565,23333.333333333332
23,64000,7.0,10000,7.49,1,0.16,0,4,1,False,False,True,True,False,False,False,False,0.17391304347826086,8000.0
24,70000,4.0,10000,12.41,0,0.14,1,2,3,False,False,True,False,False,False,False,True,0.08333333333333333,14000.0
26,70000,2.0,10000,9.45,0,0.14,0,3,2,False,False,True,False,True,False,False,False,0.11538461538461539,23333.333333333332
22,70800,6.0,10000,12.61,0,0.14,1,2,3,False,False,True,True,False,False,False,False,0.09090909090909091,10114.285714285714
25,75000,5.0,3000,7.51,0,0.04,0,4,1,False,False,False,False,True,False,False,False,0.16,12500.0
23,70872,7.0,10000,13.48,0,0.14,0,2,3,False,False,True,False,False,False,False,False,0.08695652173913043,8859.0
22,71000,3.0,10000,7.29,0,0.14,0,2,1,False,False,True,False,False,True,False,False,0.09090909090909091,17750.0
23,71496,7.0,10000,7.51,0,0.14,0,2,1,False,False,True,True,False,False,False,False,0.08695652173913043,8937.0
22,75000,6.0,9000,7.14,0,0.12,0,2,1,False,False,False,False,False,False,True,False,0.09090909090909091,10714.285714285714
24,75000,6.0,12000,11.86,0,0.16,0,3,2,False,False,False,False,True,False,False,False,0.125,10714.285714285714
26,65600,5.0,10000,13.55,1,0.15,1,2,4,False,False,True,True,False,False,False,False,0.07692307692307693,10933.333333333334
23,75000,7.0,15000,10.38,0,0.2,0,3,2,False,False,False,False,False,False,False,True,0.13043478260869565,9375.0
22,72000,5.0,10000,17.27,0,0.14,0,2,4,False,False,True,False,False,False,True,False,0.09090909090909091,12000.0
23,75000,5.0,5000,11.12,0,0.07,0,3,2,False,False,False,False,False,False,False,True,0.13043478260869565,12500.0
22,58650,5.0,9250,15.21,1,0.13,0,4,4,False,False,False,False,False,True,False,False,0.18181818181818182,9775.0
26,75000,10.0,7200,13.48,0,0.1,0,3,3,False,True,False,True,False,False,False,False,0.11538461538461539,6818.181818181818
24,75000,8.0,1200,11.49,0,0.02,0,2,2,False,False,False,False,False,False,True,False,0.08333333333333333,8333.333333333334
22,75000,4.0,15000,13.61,0,0.2,0,4,3,False,False,False,True,False,False,False,False,0.18181818181818182,15000.0
23,72000,7.0,10000,10.59,0,0.14,0,4,2,False,False,True,False,False,False,True,False,0.17391304347826086,9000.0
23,75000,7.0,17000,11.12,0,0.23,0,2,2,False,False,False,False,False,False,False,True,0.08695652173913043,9375.0
22,75000,6.0,16000,13.61,0,0.21,0,2,3,False,False,False,True,False,False,False,False,0.09090909090909091,10714.285714285714
25,72000,2.0,10000,10.37,0,0.14,0,3,2,False,False,True,False,False,False,False,True,0.12,24000.0
23,72000,3.0,10000,6.91,0,0.14,0,2,1,False,False,True,False,False,False,True,False,0.08695652173913043,18000.0
24,75000,8.0,5500,11.86,0,0.07,0,4,2,False,False,False,False,False,False,True,False,0.16666666666666666,8333.333333333334
25,75000,8.0,12000,11.49,0,0.16,0,3,2,False,False,False,False,False,False,False,False,0.12,8333.333333333334
26,72000,0.0,10000,5.79,0,0.14,0,3,1,False,False,True,False,False,False,False,False,0.11538461538461539,72000.0
24,75000,8.0,15000,7.51,0,0.2,0,2,1,False,False,False,False,False,True,False,False,0.08333333333333333,8333.333333333334
21,75000,4.0,25000,10.99,0,0.33,0,2,2,False,False,False,False,False,True,False,False,0.09523809523809523,15000.0
24,72000,3.0,10000,16.77,0,0.14,1,4,5,False,False,True,False,False,False,True,False,0.16666666666666666,18000.0
23,72000,4.0,10000,13.85,0,0.14,1,3,3,False,False,True,False,False,True,False,False,0.13043478260869565,14400.0
22,66500,0.0,10000,14.11,1,0.15,1,2,4,False,False,True,False,False,False,False,True,0.09090909090909091,66500.0
26,72500,1.0,10000,9.96,0,0.14,0,3,2,False,False,True,False,False,False,False,True,0.11538461538461539,36250.0
23,72858,7.0,10000,11.48,0,0.14,0,3,2,False,False,True,False,False,False,False,False,0.13043478260869565,9107.25
25,73000,4.0,10000,11.71,0,0.14,0,3,2,False,False,True,False,False,True,False,False,0.12,14600.0
26,73000,3.0,10000,7.29,0,0.14,0,3,1,False,False,True,False,False,False,True,False,0.11538461538461539,18250.0
25,73000,1.0,10000,7.88,0,0.14,0,4,1,False,False,True,False,False,False,False,True,0.16,36500.0
23,75000,7.0,6000,10.99,0,0.08,0,3,2,False,False,False,False,False,True,False,False,0.13043478260869565,9375.0
24,75000,6.0,25000,10.99,0,0.33,0,2,2,False,False,False,False,False,False,False,True,0.08333333333333333,10714.285714285714
23,69000,0.0,15000,14.96,1,0.22,0,2,4,False,False,False,False,True,False,False,False,0.08695652173913043,69000.0
24,73000,3.0,10000,11.26,0,0.14,0,3,2,False,False,True,False,False,False,True,False,0.125,18250.0
21,75000,5.0,20000,13.11,0,0.27,1,2,3,False,False,False,False,False,False,True,False,0.09523809523809523,12500.0
25,75000,9.0,20000,10.62,0,0.27,0,3,2,False,False,False,False,False,False,False,True,0.12,7500.0
26,75000,2.0,10000,7.88,0,0.13,0,3,1,False,False,False,True,False,False,False,False,0.11538461538461539,25000.0
24,58650,1.0,10000,18.25,1,0.14,0,4,4,False,False,True,False,False,True,False,False,0.16666666666666666,29325.0
24,75000,4.0,10000,6.62,0,0.13,0,4,1,False,False,True,False,False,False,False,True,0.16666666666666666,15000.0
25,75000,1.0,8000,7.51,0,0.11,0,3,1,False,False,False,False,False,True,False,False,0.12,37500.0
24,75000,8.0,10000,9.91,0,0.13,0,3,2,False,False,True,False,False,False,True,False,0.125,8333.333333333334
24,75000,8.0,5000,6.76,0,0.07,0,4,1,False,False,False,True,False,False,False,False,0.16666666666666666,8333.333333333334
23,75000,3.0,11000,13.85,0,0.15,0,2,3,False,False,False,False,False,True,False,False,0.08695652173913043,18750.0
24,75000,8.0,15000,10.99,0,0.2,0,2,2,False,True,False,True,False,False,False,False,0.08333333333333333,8333.333333333334
25,75000,9.0,5600,10.62,0,0.07,0,2,2,False,True,False,True,False,False,False,False,0.08,7500.0
22,75000,6.0,10000,7.51,0,0.13,0,4,1,False,False,True,False,False,False,False,False,0.18181818181818182,10714.285714285714
23,75000,5.0,12500,15.33,0,0.17,1,3,4,False,True,False,False,False,False,False,True,0.13043478260869565,12500.0
24,75000,2.0,8500,11.36,0,0.11,0,4,2,False,True,False,False,False,False,True,False,0.16666666666666666,25000.0
26,58650,3.0,17500,13.48,1,0.25,0,4,3,False,False,False,False,False,True,False,False,0.15384615384615385,14662.5
23,75000,0.0,10000,11.49,0,0.13,0,2,2,False,False,True,False,False,False,True,False,0.08695652173913043,75000.0
26,75000,4.0,21000,11.48,0,0.28,0,4,2,False,False,False,False,False,False,False,False,0.15384615384615385,15000.0
23,58650,7.0,5000,8.59,1,0.07,0,3,1,False,False,False,False,False,True,False,False,0.13043478260869565,7331.25
26,75000,4.0,10000,7.49,0,0.13,0,4,1,False,False,True,True,False,False,False,False,0.15384615384615385,15000.0
23,75000,7.0,8000,7.05,0,0.11,0,2,1,False,False,False,True,False,False,False,False,0.08695652173913043,9375.0
25,75000,9.0,10000,7.49,0,0.13,0,3,1,False,False,True,False,False,False,True,False,0.12,7500.0
23,75000,7.0,20400,7.74,0,0.27,0,4,1,False,True,False,False,False,False,False,True,0.17391304347826086,9375.0
22,75000,0.0,24000,11.83,0,0.32,0,4,2,False,False,False,False,False,False,False,False,0.18181818181818182,75000.0
23,75000,0.0,5400,8.94,0,0.07,0,3,1,False,False,False,False,False,False,True,False,0.13043478260869565,75000.0
24,69000,0.0,10000,17.14,1,0.14,0,4,5,False,False,True,False,False,False,True,False,0.16666666666666666,69000.0
25,75000,9.0,8500,13.22,0,0.11,0,4,3,False,False,False,False,False,False,False,False,0.16,7500.0
23,75000,3.0,4900,7.74,0,0.07,0,4,1,False,False,False,True,False,False,False,False,0.17391304347826086,18750.0
24,75000,4.0,9600,8.94,0,0.13,0,3,1,False,True,False,False,False,True,False,False,0.125,15000.0
24,75000,5.0,12000,14.26,0,0.16,1,3,3,True,False,False,False,True,False,False,False,0.125,12500.0
23,75000,4.0,8000,8.59,0,0.11,0,2,1,False,False,False,True,False,False,False,False,0.08695652173913043,15000.0
26,75000,4.0,10000,6.17,0,0.13,0,4,1,False,False,True,False,True,False,False,False,0.15384615384615385,15000.0
22,75000,6.0,10000,5.79,0,0.13,0,3,1,False,False,True,False,False,False,False,True,0.13636363636363635,10714.285714285714
25,69000,3.0,10000,14.09,1,0.14,1,2,4,False,False,True,False,True,False,False,False,0.08,17250.0
24,75000,8.0,25000,11.83,0,0.33,0,2,2,False,False,False,False,True,False,False,False,0.08333333333333333,8333.333333333334
22,75000,0.0,10000,6.54,0,0.13,0,4,1,False,False,True,False,False,False,False,True,0.18181818181818182,75000.0
23,75000,5.0,7600,8.59,0,0.1,0,4,1,False,True,False,False,False,False,False,True,0.17391304347826086,12500.0
26,75000,10.0,10000,15.58,0,0.13,1,2,4,False,False,True,True,False,False,False,False,0.07692307692307693,6818.181818181818
22,75000,6.0,5000,7.74,0,0.07,0,4,1,False,False,False,True,False,False,False,False,0.18181818181818182,10714.285714285714
23,75000,3.0,10000,11.86,0,0.13,0,4,2,False,False,True,False,False,False,True,False,0.17391304347826086,18750.0
26,75000,1.0,10000,11.14,0,0.13,0,3,2,False,False,True,False,True,False,False,False,0.11538461538461539,37500.0
24,75000,1.0,2000,8.94,0,0.03,0,4,1,False,False,False,True,False,False,False,False,0.16666666666666666,37500.0
23,75000,0.0,10000,9.63,0,0.13,0,2,1,False,False,True,False,False,False,False,False,0.08695652173913043,75000.0
22,75000,6.0,6000,7.74,0,0.08,0,4,1,False,False,False,False,False,False,False,False,0.18181818181818182,10714.285714285714
22,58650,6.0,25000,14.96,1,0.36,0,2,4,False,False,False,False,False,True,False,False,0.09090909090909091,8378.57142857143
24,75000,8.0,16500,12.18,0,0.22,0,2,2,False,True,False,False,False,True,False,False,0.08333333333333333,8333.333333333334
22,75000,2.0,10000,11.26,0,0.13,0,4,2,False,False,True,True,False,False,False,False,0.18181818181818182,25000.0
26,75000,10.0,8000,13.92,0,0.11,0,4,3,False,False,False,False,True,False,False,False,0.15384615384615385,6818.181818181818
23,75000,0.0,10000,13.47,0,0.13,0,4,3,False,False,True,False,False,False,True,False,0.17391304347826086,75000.0
23,76000,3.0,10000,15.37,0,0.13,0,3,4,False,False,True,True,False,False,False,False,0.13043478260869565,19000.0
23,75000,1.0,4500,16.77,0,0.06,1,4,5,False,False,False,True,False,False,False,False,0.17391304347826086,37500.0
26,75000,10.0,10000,8.94,0,0.13,0,2,1,False,False,False,False,False,False,False,False,0.07692307692307693,6818.181818181818
26,76250,6.0,10000,10.71,0,0.13,0,3,2,False,False,True,False,False,False,False,False,0.11538461538461539,10892.857142857143
24,75000,5.0,7200,13.48,0,0.1,1,3,3,False,False,False,True,False,False,False,False,0.125,12500.0
24,75000,6.0,9000,8.59,0,0.12,0,4,1,False,False,False,False,False,True,False,False,0.16666666666666666,10714.285714285714
22,78000,3.0,10000,12.42,0,0.13,0,2,2,False,False,True,False,False,False,False,True,0.09090909090909091,19500.0
21,78000,4.0,10000,5.99,0,0.13,0,2,1,False,False,True,False,False,False,False,True,0.09523809523809523,15600.0
23,78000,7.0,10000,5.79,0,0.13,0,3,1,False,False,True,False,False,False,False,False,0.13043478260869565,9750.0
23,78204,0.0,10000,7.49,0,0.13,0,2,1,False,False,True,True,False,False,False,False,0.08695652173913043,78204.0
26,78513,1.0,10000,8.94,0,0.13,0,4,1,False,False,True,False,False,True,False,False,0.15384615384615385,39256.5
24,75000,2.0,10000,11.26,0,0.13,0,4,2,False,False,False,False,False,False,False,True,0.16666666666666666,25000.0
24,75000,7.0,15000,11.58,0,0.2,0,3,2,False,False,False,False,False,False,True,False,0.125,9375.0
26,75000,1.0,3000,9.63,0,0.04,0,3,1,False,False,False,False,True,False,False,False,0.11538461538461539,37500.0
25,75000,1.0,6000,9.63,0,0.08,0,4,1,False,False,False,False,False,False,False,True,0.16,37500.0
25,75000,8.0,15000,9.63,0,0.2,0,3,1,False,False,False,False,False,False,False,False,0.12,8333.333333333334
22,75000,3.0,5600,8.0,0,0.07,0,2,1,False,False,False,False,False,False,True,False,0.09090909090909091,18750.0
22,79000,3.0,10000,7.88,0,0.13,0,2,1,False,False,True,False,False,False,False,False,0.09090909090909091,19750.0
22,74000,2.0,10000,7.51,1,0.14,0,2,1,False,False,True,False,False,False,True,False,0.09090909090909091,24666.666666666668
24,80000,0.0,10000,13.48,0,0.13,1,4,3,False,False,True,True,False,False,False,False,0.16666666666666666,80000.0
23,75000,0.0,3200,8.0,0,0.04,0,3,1,False,False,False,True,False,False,False,False,0.13043478260869565,75000.0
22,80000,5.0,10000,14.27,0,0.13,0,2,3,False,False,True,True,False,False,False,False,0.09090909090909091,13333.333333333334
23,75000,4.0,16800,13.47,0,0.22,0,4,3,False,False,False,False,False,True,False,False,0.17391304347826086,15000.0
25,75000,9.0,5000,13.79,0,0.07,1,4,3,False,False,False,False,False,False,False,True,0.16,7500.0
23,80000,5.0,10000,8.49,0,0.13,0,2,1,False,False,True,False,False,False,True,False,0.08695652173913043,13333.333333333334
22,80000,6.0,10000,8.49,0,0.13,0,4,1,False,False,True,False,False,False,True,False,0.18181818181818182,11428.57142857143
24,75000,8.0,15000,12.21,0,0.2,0,3,2,False,False,False,False,False,False,False,False,0.125,8333.333333333334
26,80000,2.0,10000,8.49,0,0.13,0,4,1,False,False,True,True,False,False,False,False,0.15384615384615385,26666.666666666668
25,80000,0.0,10000,10.37,0,0.13,0,2,2,False,False,True,False,False,True,False,False,0.08,80000.0
24,74000,1.0,10000,14.54,1,0.14,0,2,4,False,False,True,False,True,False,False,False,0.08333333333333333,37000.0
25,80000,3.0,10000,11.12,0,0.13,0,3,2,False,False,True,False,False,False,False,True,0.12,20000.0
22,75000,6.0,4800,8.0,0,0.06,0,2,1,False,True,False,True,False,False,False,False,0.09090909090909091,10714.285714285714
26,80000,1.0,10000,12.73,0,0.13,1,4,3,False,False,True,False,False,False,True,False,0.15384615384615385,40000.0
23,75000,7.0,15000,11.14,0,0.2,0,4,2,False,True,False,True,False,False,False,False,0.17391304347826086,9375.0
24,69000,1.0,4900,10.96,1,0.07,0,2,2,False,False,False,True,False,False,False,False,0.08333333333333333,34500.0
25,75000,9.0,7500,12.61,0,0.1,1,4,4,False,False,False,False,False,False,False,True,0.16,7500.0
23,75000,0.0,6000,8.0,0,0.08,0,2,1,False,False,False,True,False,False,False,False,0.08695652173913043,75000.0
25,74000,3.0,10000,18.43,1,0.14,1,3,6,False,False,True,False,False,False,False,True,0.12,18500.0
24,80000,5.0,10000,11.14,0,0.13,0,4,2,False,False,True,False,False,False,False,True,0.16666666666666666,13333.333333333334
23,75000,2.0,19600,15.13,0,0.26,0,3,5,False,False,False,False,False,False,False,True,0.13043478260869565,25000.0
23,75000,0.0,9500,13.48,0,0.13,1,4,3,False,False,False,False,False,True,False,False,0.17391304347826086,75000.0
25,75000,9.0,10000,11.34,0,0.13,1,2,3,False,False,False,False,False,False,True,False,0.08,7500.0
26,69000,4.0,25000,10.99,1,0.36,0,3,2,False,False,False,False,True,False,False,False,0.11538461538461539,13800.0
24,80004,3.0,10000,6.62,0,0.12,0,2,1,False,False,True,True,False,False,False,False,0.08333333333333333,20001.0
24,80004,3.0,10000,7.9,0,0.12,0,4,1,False,False,True,False,True,False,False,False,0.16666666666666666,20001.0
25,80004,5.0,10000,9.62,0,0.12,0,4,2,False,False,True,True,False,False,False,False,0.16,13334.0
23,69000,0.0,2500,9.64,1,0.04,0,3,2,False,False,False,False,False,False,True,False,0.13043478260869565,69000.0
23,75000,7.0,12000,12.49,0,0.16,0,4,4,False,True,False,True,False,False,False,False,0.17391304347826086,9375.0
23,80038,3.0,10000,10.59,0,0.12,0,2,2,False,False,True,False,False,False,True,False,0.08695652173913043,20009.5
25,75181,9.0,6000,7.51,0,0.08,0,4,1,False,False,False,False,False,True,False,False,0.16,7518.1
24,75200,5.0,6500,7.14,0,0.09,0,2,1,False,True,False,True,False,False,False,False,0.08333333333333333,12533.333333333334
24,75360,4.0,7000,7.49,0,0.09,0,3,1,False,True,False,False,False,False,False,True,0.125,15072.0
26,81996,5.0,10000,7.29,0,0.12,0,4,1,False,False,True,False,False,True,False,False,0.15384615384615385,13666.0
24,82632,0.0,10000,12.21,0,0.12,0,4,2,False,False,True,True,False,False,False,False,0.16666666666666666,82632.0
22,75500,6.0,12000,7.49,0,0.16,0,4,1,False,False,False,False,False,False,False,True,0.18181818181818182,10785.714285714286
25,75500,9.0,7000,11.36,0,0.09,0,2,2,False,False,False,True,False,False,False,False,0.08,7550.0
23,82650,7.0,10000,12.21,0,0.12,0,3,2,False,False,True,False,False,False,True,False,0.13043478260869565,10331.25
26,75555,4.0,10000,10.39,0,0.13,0,2,2,False,False,False,False,False,True,False,False,0.07692307692307693,15111.0
24,82800,4.0,10000,10.59,0,0.12,0,3,2,False,False,True,False,False,False,False,False,0.125,16560.0
22,75600,6.0,10675,6.62,0,0.14,0,3,1,False,False,False,False,False,False,True,False,0.13636363636363635,10800.0
24,75600,5.0,7200,5.99,0,0.1,0,2,1,False,False,False,False,False,False,False,True,0.08333333333333333,12600.0
25,75600,7.0,15000,12.68,0,0.2,0,2,3,False,False,False,False,False,True,False,False,0.08,9450.0
23,83000,3.0,10000,6.54,0,0.12,0,3,1,False,False,True,False,False,True,False,False,0.13043478260869565,20750.0
22,75600,3.0,10000,7.49,0,0.13,0,4,1,False,False,False,True,False,False,False,False,0.18181818181818182,18900.0
22,83200,3.0,10000,16.29,0,0.12,0,4,4,False,False,True,True,False,False,False,False,0.18181818181818182,20800.0
25,75600,2.0,14500,9.63,0,0.19,0,4,1,False,False,False,False,False,False,True,False,0.16,25200.0
23,75689,7.0,25000,11.12,0,0.33,0,4,2,False,False,False,False,False,False,False,False,0.17391304347826086,9461.125
24,75744,2.0,15000,10.38,0,0.2,0,2,2,False,False,False,False,False,False,True,False,0.08333333333333333,25248.0
22,75744,6.0,6700,11.83,0,0.09,0,2,2,False,False,False,False,False,False,False,True,0.09090909090909091,10820.57142857143
25,84000,3.0,10000,13.48,0,0.12,1,4,3,False,False,True,False,False,False,False,False,0.16,21000.0
25,84000,5.0,10000,13.49,0,0.12,0,2,3,False,False,True,False,True,False,False,False,0.08,14000.0
23,84000,7.0,10000,5.99,0,0.12,0,2,1,False,False,True,False,False,False,False,False,0.08695652173913043,10500.0
23,84000,1.0,10000,7.49,0,0.12,0,4,1,False,False,True,False,False,False,False,True,0.17391304347826086,42000.0
26,75873,6.0,1200,10.25,0,0.02,0,2,2,False,False,False,False,False,False,True,False,0.07692307692307693,10839.0
23,75885,7.0,3000,11.03,0,0.04,1,4,3,False,False,False,False,False,True,False,False,0.17391304347826086,9485.625
25,75912,9.0,22400,9.99,0,0.3,0,4,2,False,False,False,False,True,False,False,False,0.16,7591.2
25,75996,9.0,10000,11.99,0,0.13,0,3,2,False,False,False,False,False,False,False,False,0.12,7599.6
26,59497,2.0,7000,17.88,1,0.1,0,2,5,False,True,False,False,False,True,False,False,0.07692307692307693,19832.333333333332
23,75996,7.0,15000,10.62,0,0.2,0,2,2,False,False,False,False,False,True,False,False,0.08695652173913043,9499.5
25,75996,9.0,9000,7.74,0,0.12,0,3,1,False,False,False,False,False,True,False,False,0.12,7599.6
26,75996,7.0,8000,11.83,0,0.11,0,3,2,False,True,False,False,False,False,False,True,0.11538461538461539,9499.5
23,78996,0.0,10000,13.99,1,0.13,1,3,3,False,False,True,False,True,False,False,False,0.13043478260869565,78996.0
24,84996,3.0,10000,15.21,0,0.12,0,4,4,False,False,True,False,True,False,False,False,0.16666666666666666,21249.0
23,76000,7.0,3600,10.65,0,0.05,0,3,2,False,False,False,False,False,True,False,False,0.13043478260869565,9500.0
24,76000,8.0,6000,8.9,0,0.08,0,3,1,False,False,False,False,False,False,False,False,0.125,8444.444444444445
24,76000,8.0,12000,6.03,0,0.16,0,2,1,False,False,False,False,False,False,True,False,0.08333333333333333,8444.444444444445
22,73000,0.0,10000,18.25,1,0.14,1,2,4,False,False,True,False,False,False,True,False,0.09090909090909091,73000.0
24,76000,7.0,13500,8.49,0,0.18,0,4,1,False,False,False,False,False,False,False,True,0.16666666666666666,9500.0
24,76000,8.0,13500,9.99,0,0.18,0,3,2,False,False,False,False,False,False,False,False,0.125,8444.444444444445
26,76000,10.0,5425,8.49,0,0.07,0,3,1,False,False,False,False,True,False,False,False,0.11538461538461539,6909.090909090909
22,76000,5.0,24000,10.99,0,0.32,0,2,2,False,False,False,False,False,False,False,True,0.09090909090909091,12666.666666666666
22,85000,0.0,10000,7.66,0,0.12,0,3,1,False,False,True,False,False,False,False,False,0.13636363636363635,85000.0
22,76000,0.0,15000,10.99,0,0.2,0,3,2,False,False,False,True,False,False,False,False,0.13636363636363635,76000.0
24,85000,8.0,10000,10.37,0,0.12,0,4,2,False,False,True,False,False,False,True,False,0.16666666666666666,9444.444444444445
23,85000,5.0,10000,6.17,0,0.12,0,4,1,False,False,True,False,False,False,False,False,0.17391304347826086,14166.666666666666
26,85000,3.0,10000,7.49,0,0.12,0,2,1,False,False,True,False,True,False,False,False,0.07692307692307693,21250.0
24,85000,6.0,10000,13.72,0,0.12,1,2,3,False,False,True,False,False,False,True,False,0.08333333333333333,12142.857142857143
25,76000,4.0,14000,7.66,0,0.18,0,3,1,False,False,False,False,True,False,False,False,0.12,15200.0
25,76000,9.0,6000,12.98,0,0.08,1,2,3,False,False,False,False,False,False,True,False,0.08,7600.0
25,76000,3.0,20000,6.54,0,0.26,0,4,1,False,False,False,False,False,False,True,False,0.16,19000.0
24,85000,8.0,10000,16.0,0,0.12,1,3,5,False,False,True,False,False,False,True,False,0.125,9444.444444444445
23,73000,0.0,10000,14.11,1,0.14,0,3,4,False,False,True,True,False,False,False,False,0.13043478260869565,73000.0
23,85000,7.0,10000,11.89,0,0.12,0,4,2,False,False,True,False,False,True,False,False,0.17391304347826086,10625.0
